 anterior brain callosum cerebellum cerebrum corpus dopamine forebrain gland gyrus hindbrain hormone hormones hypothalamicpituitary intestinal lobe medulla melatonin midbrain oxytocin peptide pituitary pons posterior progesterone somatotropin stem thalamus thyrotropin vasoactive ventricles
0 36.22890853881836 -129.50631713867188 19.37791633605957 -184.2288055419922 320.184326171875 -861.8734741210938 159.51268005371094 -180.0863800048828 227.58392333984375 -715.9246215820312 -72.01647186279297 149.39096069335938 -234.57760620117188 209.31016540527344 -75.72622680664062 -878.3380126953125 212.9043426513672 514.3456420898438 230.26434326171875 31.35273551940918 -144.32052612304688 102.85576629638672 -132.78488159179688 -280.6701354980469 -376.120361328125 -245.67185974121094 569.31103515625 -675.6030883789062 153.6203155517578 24.841318130493164 210.1002960205078
1 -119.71952819824219 296.26287841796875 -36.97239685058594 -234.5737762451172 140.1838836669922 -328.67041015625 -981.440673828125 -129.86489868164062 -1427.7652587890625 -1829.9483642578125 -216.1258544921875 -304.2005920410156 -231.1827850341797 283.6298828125 60.80521774291992 -24.55632209777832 236.7369384765625 17.689668655395508 528.2189331054688 -301.6182556152344 -38.43647003173828 -145.818359375 271.60003662109375 -117.49459838867188 1035.2696533203125 108.58123779296875 -338.47015380859375 168.2128143310547 26.74932289123535 169.12803649902344 21.42948341369629
2 -262.5931396484375 136.6177978515625 16.72983741760254 -497.28289794921875 -165.79527282714844 -324.657470703125 1081.27392578125 285.25421142578125 -164.726318359375 717.57763671875 93.35588836669922 89.64207458496094 -169.95567321777344 -0.28409504890441895 216.38165283203125 -166.6360321044922 498.4814758300781 104.40077209472656 -228.1630859375 -119.59896087646484 -136.70266723632812 266.80731201171875 -123.0014419555664 63.29289627075195 160.03363037109375 7.337681770324707 -259.7622375488281 542.7051391601562 -141.897705078125 2.8092970848083496 139.2789764404297
